Restuarant,review,label
fJ5raoVcN-nD8vFswMFXzQ,"Let me start by saying I love Chipotle. With that being said I was let down today. There were lots of staff who were 10 times louder than all the customers. You could hear every personal conversation they were having including ones about other staff with \buggers\"" on them and many colorful curse words (with kids in the restaurant). The manager was included with the staff and seemed ok or oblivious to the conversations of the staff. The food was ok but the service was horrible.   Staff was noisy; crude and gave the feeling you were a bother by being here. All I thought about my entire meal was is where the buggers are were or will be. I finally gave up threw my food away and left.""",0
fJ5raoVcN-nD8vFswMFXzQ,Not much needs to be said about Chipotle's food in general... if you've never been to one; I suggest going immediately; like; right now; or you might as well jump off a cliff because life is just not worth living (jk; don't really do that).  Chipotle's food is delish; consistent; healthy; fast; fresh; environmentally conscious; and well priced.  What more can you ask for?  If this will be your first Chipotle experience; get a chicken burrito (currently $6.25); with a side of chips and guac ($2.95)... you can't go wrong!  Regarding this specific Queen Creek location; I am a frequent.  95% of the time; I submit my order via the Chipotle app in the Apple Appstore.  Very easy and fun to order this way.  I almost always get the chicken (occasionally the carnitas); because I've found that the other meats (steak; shredded beef) are just not that great... the steak is a bit chewy for my taste.  Anyway; the orders are usually complete within 5 minutes of the pickup time confirmation; but it is not unusual for me to show up a few minutes after the pickup time and they haven't even started it yet.  They are usually very kind and accommodating about it; and may even offer free drinks or chips for the inconvenience... and once; they even paid for the meal followed up by one of the employees calling my phone to apologize and ask about the problem.  They do seem to have a pretty decently high turnover of the staff.  Not sure what to make of that; but it does cause some hiccups in the service (including running out of guacamole once; which was very depressing... because it's sooo good; and I can barely live without it) as they are training the new employees.  But in all the turnover; I have only come in contact with one employee who should not have been working there; and he doesn't anymore; thankfully.  All in all; even though this is not the best Chipotle location; it has top quality Chipotle food; friendly employees; and a pleasant atmosphere.,0
fJ5raoVcN-nD8vFswMFXzQ,Not much needs to be said about Chipotle's food in general... if you've never been to one; I suggest going immediately; like; right now; or you might as well jump off a cliff because life is just not worth living (jk; don't really do that).  Chipotle's food is delish; consistent; healthy; fast; fresh; environmentally conscious; and well priced.  What more can you ask for?  If this will be your first Chipotle experience; get a chicken burrito (currently $6.25); with a side of chips and guac ($2.95)... you can't go wrong!  Regarding this specific Queen Creek location; I am a frequent.  95% of the time; I submit my order via the Chipotle app in the Apple Appstore.  Very easy and fun to order this way.  I almost always get the chicken (occasionally the carnitas); because I've found that the other meats (steak; shredded beef) are just not that great... the steak is a bit chewy for my taste.  Anyway; the orders are usually complete within 5 minutes of the pickup time confirmation; but it is not unusual for me to show up a few minutes after the pickup time and they haven't even started it yet.  They are usually very kind and accommodating about it; and may even offer free drinks or chips for the inconvenience... and once; they even paid for the meal followed up by one of the employees calling my phone to apologize and ask about the problem.  They do seem to have a pretty decently high turnover of the staff.  Not sure what to make of that; but it does cause some hiccups in the service (including running out of guacamole once; which was very depressing... because it's sooo good; and I can barely live without it) as they are training the new employees.  But in all the turnover; I have only come in contact with one employee who should not have been working there; and he doesn't anymore; thankfully.  All in all; even though this is not the best Chipotle location; it has top quality Chipotle food; friendly employees; and a pleasant atmosphere.,0
fJ5raoVcN-nD8vFswMFXzQ,Yet another fine meal from Chipotle; I am now convinced that this cannot be called Fast Food. It's just Far To Good to be categorized with Mac Donalds or Taco Bell The grilled chicken burrito is always great and is HUGE!  It's always two meals worth of food.  Service is always quick so we are always in & out Lickety Split! What more can you ask?,1
fJ5raoVcN-nD8vFswMFXzQ,Had the Burrito Bowl; delicious. They have staffed up the place for quicker lines and even better customer service. Very healthy as the food is not fried. I recommend if you like fresh Mexican food.,1
fJ5raoVcN-nD8vFswMFXzQ,This was the first Chipotle I've been to that the service was subpar. This seems consistent with other reviewers. We phoned in our order for pickup and my wife had to call back twice because no one picked up. When someone did; my wife barely could hear the person on the other line--lots of commotion and shouting.   When I went to pick up the order; it was definite chaos in the kitchen. Very noisy. Never been to a Chipotle so loud before. I went to the register; gave them my name and told me what was in the bag. Got home; and was missing one of two kids meals.  Called back--still hard to hear--and they offered to replace the meal next time we are in. Not sure we will take them up on the offer; but it was a nice gesture. Food was delcious as always--can't fault them there.,0
fJ5raoVcN-nD8vFswMFXzQ,This was the first Chipotle I've been to that the service was subpar. This seems consistent with other reviewers. We phoned in our order for pickup and my wife had to call back twice because no one picked up. When someone did; my wife barely could hear the person on the other line--lots of commotion and shouting.   When I went to pick up the order; it was definite chaos in the kitchen. Very noisy. Never been to a Chipotle so loud before. I went to the register; gave them my name and told me what was in the bag. Got home; and was missing one of two kids meals.  Called back--still hard to hear--and they offered to replace the meal next time we are in. Not sure we will take them up on the offer; but it was a nice gesture. Food was delcious as always--can't fault them there.,0
fJ5raoVcN-nD8vFswMFXzQ,They just do not listen when you order; found myself having to repeat everything. Is it just me or are the people who work at Chipotle or Subway about the most miserable of any fast food? If you can get past the staff and their perma-frowns; the food is pretty decent.,0
fJ5raoVcN-nD8vFswMFXzQ,By far the best #chipotle around. Decent portion food vs. the pinky portion other chipotle in the area offers. Good customer service; very friendly.,1
fJ5raoVcN-nD8vFswMFXzQ,This place sits right across the street from where I work and; at most; it's a five minute walk. While the place is usually busy during my lunch hour; that's to its credit because people want to eat there and they're willing to wait. I'm always willing to wait; but folks; they have an iPod/iPhone app and an order online feature that makes it so you don't have to wait. I frequently order my lunch hours before lunchtime. When I get there; it's in a sack with my name on it and I get to skip the line; pay; and eat.  Brilliant!  Also the staff here is easily the friendliest I've ever seen in a Chipotle. They know my name; even though I only go there once or twice a month; usually on a payday. I usually order my burrito with extra sour cream and they always happily oblige. The service is superb.  The place is kept very clean. Indeed; I've seen people come out from behind the counter to clean; wipe; and tidy when they have a brief lull.  In the end; I think it says something about the place when I will drive out of my way to go to this particular Chipotle than drive a shorter distance to a closer one.,1
fJ5raoVcN-nD8vFswMFXzQ,This place sits right across the street from where I work and; at most; it's a five minute walk. While the place is usually busy during my lunch hour; that's to its credit because people want to eat there and they're willing to wait. I'm always willing to wait; but folks; they have an iPod/iPhone app and an order online feature that makes it so you don't have to wait. I frequently order my lunch hours before lunchtime. When I get there; it's in a sack with my name on it and I get to skip the line; pay; and eat.  Brilliant!  Also the staff here is easily the friendliest I've ever seen in a Chipotle. They know my name; even though I only go there once or twice a month; usually on a payday. I usually order my burrito with extra sour cream and they always happily oblige. The service is superb.  The place is kept very clean. Indeed; I've seen people come out from behind the counter to clean; wipe; and tidy when they have a brief lull.  In the end; I think it says something about the place when I will drive out of my way to go to this particular Chipotle than drive a shorter distance to a closer one.,1
fJ5raoVcN-nD8vFswMFXzQ,Clean and New.  Better service than most.,1
rB1CNenQbYtQ0D6sqoJe3A,"I will not be returning to Federico's.  I've been ordering burritos from Federico's for some time now. I usually just go bean and cheese with some rice; guac and pico. Simple. Tasty.  Today I opted for the drive thru for the first time; and I took a moment to decide whether I wanted to switch it up with some chicken. I made my choice to add it to my burrito and proceeded to the window to pay for it; even giving a bigger than usual holiday tip. This was gonna be GREAT.  What happened next was heartbreaking and left me in shock and awe. On my way home; I steal a bite of my burrito and it's all chicken. None of my other burrito adornments are in sight as I peer through this salty mess of chicken. I give it a squeeze and all I feel is lumpy chicken for miles. Da hell? I decided to wait until I got home to investigate further.  My burrito was assembled as if it had purposefully been intended to be the worst burrito ever. 2/3 of one end was chicken and the last third was cheese; beans; a few grains of rice; pico; and maybe a DROP OR TWO OF GUAC. In that order; as if perfectly arranged one on top of the other to ensure minimal mixing of ingredients and a mouth full of unmelted cheese. I'm serious. I know it sounds crazy; but I don't joke about burritos.  I think it's reasonable to expect that anyone working at a mexican food establishment would be familiar with proper burrito assembly. Anyone who has even eaten a burrito could have done a better job assembling my burrito so as to properly disperse it's contents. With their eyes closed.  This; in my opinion; is inexcusable and honestly felt like a deliberate \F*** YOU.\"" This is not a risk I am willing to take again. I'll be sticking with Rolando's on 35th and Peoria.""",0
rB1CNenQbYtQ0D6sqoJe3A,I recommend this place due to the cheap combos; cleanliness; fast service; quality of food; and the wide variety of the food. I go all the time with my family and it's always just as great as the time before. It's rare to actually find real Mexican food but Federico's has it 24/7!!!,1
rB1CNenQbYtQ0D6sqoJe3A,How hard is it to take my order and give me what I ordered? The last three times have been progressively worse. Last time; order just nachos. Pico de Gillo; quac; and sour cream on the side. Get home; no PdG; no quac; no sour cream. Tonight; fish taco plate and nachos (same way as last). Nachos are fine; my fish taco plate magically turned into some sort of squashed enchilada thing in red sauce. HOW DO YOU SCREW THIS UP? I WAS THE ONLY CAR IN THE DRIVE THRU AND YOU REPEATED THE ORDER BACK TO ME. I'm miles away now and can't go back. If I ever do. The food is just OK. It will be a long while before I go back. Even the beans and rice where nearly flavorless.,0
rB1CNenQbYtQ0D6sqoJe3A,Great food; but my order gets messed almost every time up. Today; Arizona burrito was missing and 2 sides of guacamole MIA.... Last visit my French fries were MIA...... I wouldn't mind but it gets expensive ordering food you never get!!! Going to trying some other Mexican restaurants in the area because this is getting old!!!!!!!,0
rB1CNenQbYtQ0D6sqoJe3A,"As quick service Mexican food goes; Federico's hits the spot. What I find ironic is when this was a KFC; I would see cockroaches crawling all over the drive-through when I was nearby; and now that its a \hole-in-the-wall Mexican joint\"" its infinitely cleaner.   Late night drunken carne asada fries? Check!  Tasty adobada burrito? Check!   Rolled tacos smothered in guac and cheese? You know it!  Prices are reasonable; quality is consistent and good; and flavor is never lacking""",1
rB1CNenQbYtQ0D6sqoJe3A,Good food but they always fuk the orders up.,0
rB1CNenQbYtQ0D6sqoJe3A,If you are looking for fresh & delicious food look no further my friend. The service was fast and friendly and served with a smile. They even let me sample the horchata! The restaurant was clean and they are even open 24hr. I will be back!,1
cWBqZThx4RWNzPJbJ_oXOg,This location is always clean and the staff is friendly. I visit here when the truck is being serviced next door. The same team always seem to be working the front as well. Pristine both for food and experience!,1
cWBqZThx4RWNzPJbJ_oXOg,Very good clean restaurant; great service and friendly staff. Food was great and very delicious;,1
cWBqZThx4RWNzPJbJ_oXOg,Yes; I'm reviewing @ChickfilA; but with good reason.  Marissa worked the counter today; and epitomized service with a smile!  She delivered our food to the table; and even asked if we needed refills on our drinks.  She was one of the friendliest people I've ever encountered at a fast food restaurant; and should be praised by her employer.  The food is pretty good; and I would probably go to Chik fil-A before KFC.  But I just want to rave about the service.,1
cWBqZThx4RWNzPJbJ_oXOg,Love their chicken sandwiches and biscuits! Their lemonade is awesome; as well. The service at this location is always fast and friendly. The food is hot and fresh. I stop here pretty often for breakfast on my way to work. You can order a sandwich instead of a biscuit for breakfast; if you prefer! :),1
cWBqZThx4RWNzPJbJ_oXOg,Love their chicken sandwiches and biscuits! Their lemonade is awesome; as well. The service at this location is always fast and friendly. The food is hot and fresh. I stop here pretty often for breakfast on my way to work. You can order a sandwich instead of a biscuit for breakfast; if you prefer! :),1
cWBqZThx4RWNzPJbJ_oXOg,Love the food here; it's so fresh and made to order.  They don't leave any food on the hot plate or under the lights.  Love the waffle fries and their milkshakes.  All the employees that works there are very polite.  Just love it.,1
cWBqZThx4RWNzPJbJ_oXOg,I didn't know they charged extra for lemonades; which was a down side.  But other than that; all food are still great; service still excellent.  Great jobs everyone!,1
cWBqZThx4RWNzPJbJ_oXOg,Love to come here for the fries and shakes! Delicious and quick; friendly service.,1
cWBqZThx4RWNzPJbJ_oXOg,Great customer service and high quality; delicious food every time. There was a line wrapped around the building and I waited no more than 3 minutes after ordering to get my food. They had a young man outside taking orders which made the ordering process smooth and very efficient. Good job Chik Fil A!,1
cWBqZThx4RWNzPJbJ_oXOg,Great customer service and high quality; delicious food every time. There was a line wrapped around the building and I waited no more than 3 minutes after ordering to get my food. They had a young man outside taking orders which made the ordering process smooth and very efficient. Good job Chik Fil A!,1
cWBqZThx4RWNzPJbJ_oXOg,"Chick-fil-a is comfort fast food for me. I love the original chicken sandwich; I add 1 pack of honey mustard. I grab a second honey mustard packet for dipping my delicious waffle fries - which; unfortunately; they sometimes skimp on; in my opinion.   I have to tell you; though; I witnessed the talent of the best balloon artist I've ever seen at this location! (He's not there every week; but you'll find him there on some Wednesday afternoons for the whole \kids eat free\"" thing.) I was so mesmerized; as I waited in line to order and then for my food;  that I hardly noticed the wait and the fact that the place was overrun with little ones didn't detract from my experience! Chick-fil-a actually caters to the whole family thing really well. (And; their kids' meals have educational toys; often promoting literacy).""",0
cWBqZThx4RWNzPJbJ_oXOg,Compared to the one in Deer Valley where I work.....this one needs some serious improvements. I know Chick-Fil-A takes it's customer service....food....and store cleanliness very serious. This one however is the exception especially when it comes to cleanliness and organization. This locale is always messy....the condiments are always disorganized....and the lemonade on my last 3 occasions has not been good..... for lack of a better word. I am shocked and appalled really because I have been to several of these establishments and if the managers there could see this store they would be shocked as well. Eat; Drink; and be Merry my Friends.....just not at this Chick-Fil-A.,1
cWBqZThx4RWNzPJbJ_oXOg,Ok; yes I am writing a review for a fast food restaurant. I realize that seems a bit strange and quite possibly extremely unnecessary. I mean; fast food is fast food right? Everyone knows what their getting into and what kind of food to expect; right? While this is true I felt it was worth writing a little snippet for the always refreshing Chick-Fil-A.  It's nice to have a fast food experience where the food tastes fresh and actually like real chicken. The nuggets are yummy; flavorful but not overbreaded. My parents enjoyed their chicken sandwiches and agreed that the food is fresh tasting and not too heavy. We also enjoyed the sweet tea which is a classic Chick-fil-A staple.  One important thing to note was that this location was super busy when we walked in right at noon but soon after we ordered our food was ready in a flash. And for those of you who have never been to CFA before? The icing on the cake is the wonderful assortment of dipping sauces to suit whatever flavor mood you are in at the moment. Or you can do what I do and open one of each and dip to your hearts desire. Who doesn't love variety?!,0
cWBqZThx4RWNzPJbJ_oXOg,The only reason I give this chickfila on Tatum 2 stars is because chickfila's food is so good. BUT this chickfila is so poorly run! If you go through the drive thru expect to wait at least 10 min. Do not go when you are in a hurry. It is so slow. Also they rarely get your order correct and you MUST check your order; including your drink; before pulling away. This chickfila needs some help with speed and accuracy; it is not run like all the other chickfila's that I have visited through the years,0
cWBqZThx4RWNzPJbJ_oXOg,Five stars I grew up on CFA It is Hot Good and well Extra Good. Order what you like its all GOOD. All white mean chicken the king of sandwiches when it comes to chicken. The fries are the best ever to touch your lips and gums. They have pure honey & they know I'm on my way so they never run out.,0
D0tHnskAgaRjCBdoXVev_g,So; in order to counter the bad review of KFC I did - I'd like to thank Popeye's for being right down the street from the office. The staff here is ALWAYS good; even the drive thru. And it's always quick; unlike the toher chicken place up the street.  My standard order?   Number 5 = 5 Piece strips (spicy) with biscuit and Red Beans & Rice. Root Beer to drink.  The only thing that could make it better would be Vernors in the soda machine...,1
D0tHnskAgaRjCBdoXVev_g,So I ordered my 3 wing meal and I'm really excited to try this chicken.  I get home (less than 5 mins away) and it's completely cold and dried out.  And I mean everything I ordered.  There is nothing worse than cold and dried out Chicken; Fries and Biscuits.  Come on how hard is it to make fresh food and know when it is not so fresh anymore.  I really wanted to like it too; so disappointing.   Unacceptable Popeyes; I'm pretty sure your founder Alvin Copland would not be pleased with your store!,0
D0tHnskAgaRjCBdoXVev_g,Service is very good most of the time. The spicy chicken is one of the best. It is worth the trip.,1
D0tHnskAgaRjCBdoXVev_g,This is one of the better Popeyes restaurants in this part of town. It is a full service location and not part of a stinky gas station or quickie store. The inside is decorated with jars of chili peppers and other fun ingredients and there is a bigger seating area than some of the others stores.   Usually stop in here when I'm in the area picking up some industrial parts for the shop. It is close to several vendors and a quick and easy meal when my stomach is growling for some Cajun yummies.  Normally order something off the Spicy side of the menu and get several Jalapenos to wash things down. The dark meat is a treat and I like to get a bunch of thighs and avoid the less juicy white meat. Must say that the Red Beans and Rice are also a favorite and like to save them for dessert.  Service is always super friendly and you will see some of the same people working here over the years. The orders come out pretty quick and the food is consistently very tasty.  Watch out for the bus load of school kids that walk over during their lunch break. The place can get really busy and the wait times can take longer than usual. Whatever happened to the lame brown bag lunches that we were forced to eat back in the days?   See ya there next time and remember Tuesday they have their 2pc chicken special for super cheap. AYEE!  3.75 STARS,1
D0tHnskAgaRjCBdoXVev_g,This is one of the better Popeyes restaurants in this part of town. It is a full service location and not part of a stinky gas station or quickie store. The inside is decorated with jars of chili peppers and other fun ingredients and there is a bigger seating area than some of the others stores.   Usually stop in here when I'm in the area picking up some industrial parts for the shop. It is close to several vendors and a quick and easy meal when my stomach is growling for some Cajun yummies.  Normally order something off the Spicy side of the menu and get several Jalapenos to wash things down. The dark meat is a treat and I like to get a bunch of thighs and avoid the less juicy white meat. Must say that the Red Beans and Rice are also a favorite and like to save them for dessert.  Service is always super friendly and you will see some of the same people working here over the years. The orders come out pretty quick and the food is consistently very tasty.  Watch out for the bus load of school kids that walk over during their lunch break. The place can get really busy and the wait times can take longer than usual. Whatever happened to the lame brown bag lunches that we were forced to eat back in the days?   See ya there next time and remember Tuesday they have their 2pc chicken special for super cheap. AYEE!  3.75 STARS,1
D0tHnskAgaRjCBdoXVev_g,"Allow me to preface by saying that I'm rating this as a fast-food chicken joint.  Comparables are places like KFC and Louisiana Fried Chicken and Churches (etc).  I'm not comparing to Pappadeaux's or anyplace like that.  We were coming from a work out.  Didn't eat much before (hard to work out on a full stomach...sometimes get to feeling really sick when we do that).  So we were HUNGRY!  A craving for chicken was in the air; and especially Louisiana Fried Chicken.  But there was a notice on their door that the landlord had locked them out.  Consulting YELP we spotted \Popeye's\"".  So off we go!  The place didn't look special at all.  Routine fast-food look with a drive-thru.  Menu was similar to other fast food chicken places; except the \""Cajun rice\""; \""Cajun fries\""; \""red beans and rice\""; and \""Jambalaya\"".  You can get the chicken \""regular\"" or \""Cajun\"".  The staff was very friendly and helpful.  I went with a deal they had painted on their window; and then ordered some extras (Jambalaya and two sides).  Then realized maybe there was a deal that would include that and cost less.  The guy looked at the total; checked his board quickly; and said that was the best way to get what I wanted.  The food took about as long as expected for a fast food chicken joint.  The fries were like most seasoned fries I've had.  Maybe a little more kick; but not much more.  They were very good; but didn't jump up and say \""Cajun\"" to me.  The Cajun rice was similar to a dirty rice (Cajun); and was good.  Not spicy (hot); but very tasty.  The Jambalaya was also good.  Again; not spicy.  Not comparable to Pappadeaux's.  But good.  We ordered half/half for the chicken so we could try the regular and the spicy.  The regular was like KFC used to be long ago (when KFC was \""Kentucky Fried Chicken\""; and was good).  It was your basic good fried chicken.  The spicy was a bit inconsistent.  Some pieces were \""I feel the burn\"" while others were more mild.  I preferred the spicy anyway.  Good fried chicken with a bit more flavor.  Frankly; I prefer the food at Louisiana Fried Chicken; but that doesn't do much good since they are evidently out of business (unless they can pay-off the landlord and get un-locked-out).  Popeye's was very good for what it is.  I foresee Popeye's being our new Cajun chicken joint for now.  If LFC comes back I may have to re-evaluate.  But we were very happy with the food we got here.  In fact; we even had the leftovers for lunch today!  :-)""",1
D0tHnskAgaRjCBdoXVev_g,The staff is very friendly and knowledgeable. The service is fast and the food was great!!,1
D0tHnskAgaRjCBdoXVev_g,Poor customer service from this restaurant that shares space with a Circle K. Chicken was flavorless and some pieces were over cooked. Our order took nearly 15 minutes to put together because they were filling other orders while they waited for enough fries to complete our order. They did offer compensation but only after we complained about the six counter orders they filled while we waited. We have no idea how many drive thru orders were filled in that time frame. We used to think customer service was poor in New Jersey. The greater Phoenix area is worse by far.,0
D0tHnskAgaRjCBdoXVev_g,Poor customer service from this restaurant that shares space with a Circle K. Chicken was flavorless and some pieces were over cooked. Our order took nearly 15 minutes to put together because they were filling other orders while they waited for enough fries to complete our order. They did offer compensation but only after we complained about the six counter orders they filled while we waited. We have no idea how many drive thru orders were filled in that time frame. We used to think customer service was poor in New Jersey. The greater Phoenix area is worse by far.,0
M_GnuvRXvWBl3YNxH-GYFg,Good food. great service.,1
M_GnuvRXvWBl3YNxH-GYFg,"Food was okay but staff was unfriendly. Order a kids meal and was charged for a regular meal. When I mentioned that I order a kids meal the cashier looked at me and asked \Are you sure?\"" Horrible experience.""",0
M_GnuvRXvWBl3YNxH-GYFg,I'll preface this by saying I'm a chipotle guy but I have had qdoba at different locations before and having just moved across the street I thought I would give this place a try. I'm usually a very generous grader however this qdoba location is not good. I ordered a bowl with steak I love the fajita veg they didn't have any.. Bright spot was the guy serving me the bowl said he would be happy to make me some which would take about 5 minutes. I went there for quick food I didn't  feel like waiting.. When you see the fajita veg running low cook more Don't just leave the empty container with 4 or 5 strands of vegetables sitting in it. I could see if it was almost closing time and you didn't wanna cook more so if wouldnt go to waste but this was only 645.. So that was a bummer lets keep going I got my extras bring it home and I was thoroughly disappointed the steak tasted like it has been sitting in the container all day (which it probably had) and the rice was super crunchy and undercooked overall not a good experience staff was friendly enough but obviously not on top of the ball will not be back..,0
M_GnuvRXvWBl3YNxH-GYFg,Usually this place is good. I like it better than Chipotle but tonight was honestly just terrible. I ordered a burrito online and everything was correct; picked it up 15 minutes later. When I got home all it had on it was shredded beef; guacamole; beans and rice! I ordered a burrito with roasted corn salsa; cheese; guacamole; beans and rice; ancho chile sauce. The rice was extremely hard and the avocado tasted terrible. I just can't believe that I was charge $7+ dollars for a burrito that didn't even have half the things I ordered! I won't be going here anytime soon. If you can't get a burrito correct than why are you working there?!,0
M_GnuvRXvWBl3YNxH-GYFg,Obviously; this place is very similar to Chipotle but in regards to flavor this place slightly edges out Chipotle for me. For one; you can order nachos with an actual 3 cheese queso as opposed to just grated cheese at Chipotle. Also; when you get a salad here it comes in a tortilla bowl score! The service at this location can be spotty at times but bear with them because the food is worth the wait. Also; this location gives out $6 meal coupons on the back of Safeway receipts ( the meal coupon  includes any entrée and a drink for only $6 buck; can't beat that with a stick!). The actual dining area is okay; but again their service needs work so sometimes you will see dirty tables. Overall; I'd say find the coupons; use them and get your food to-go; BOOM!,0
M_GnuvRXvWBl3YNxH-GYFg,Obviously; this place is very similar to Chipotle but in regards to flavor this place slightly edges out Chipotle for me. For one; you can order nachos with an actual 3 cheese queso as opposed to just grated cheese at Chipotle. Also; when you get a salad here it comes in a tortilla bowl score! The service at this location can be spotty at times but bear with them because the food is worth the wait. Also; this location gives out $6 meal coupons on the back of Safeway receipts ( the meal coupon  includes any entrée and a drink for only $6 buck; can't beat that with a stick!). The actual dining area is okay; but again their service needs work so sometimes you will see dirty tables. Overall; I'd say find the coupons; use them and get your food to-go; BOOM!,0
M_GnuvRXvWBl3YNxH-GYFg,Never have I ever been so disappointed at a Qdoba. I live right behind this location and I've come many times before. It's never been the fastest and I've never seen more than two people in the front; but today is just ridiculous. It's never been that busy that I've had to wait that long for my food anyways; and I've never been in a hurry so I never minded that it's not the fastest. I am standing in line and I haven't even ordered my food yet; which I only came for chips and Queso - As soon as I walked in I was surprised to see the line so long it curved around; 14 people in line - one person at the front making the food and ringing up the order. What the hell? It's noon; why do you only have one person at the front counter? There is a gentleman coming back and forth to put the steak and chicken on the grill; but that's it. Three people have left in the time I've taken to write this review. Im giving two stars because the food has always been the fantastic Qdoba I love; and I am one of the few Qdoba advocates I know down here - I hate Chipotle. But there is NO excuse for only having one person at the front over the noon hour.,0
M_GnuvRXvWBl3YNxH-GYFg,Decided to walk to grab some lunch since I live right behind this Qdoba; left my apartment at 10:55 ensuring I would be there after the 11:00 am open time. Got to Qdoba at 11:05; and it hadn't been open yet. There was another lady already waiting before I got there and I could see the lady inside running around getting things ready; I know she saw both of us waiting. They unlocked the doors around 11:12; no acknowledgment to me or the other customer or any apologies on opening late; us having to wait; etc. I wasn't even asked what I wanted to order or anything the lady behind the counter just looked at me and waited for me to say something. She continued to talk to the staff person in back while she did my order. I'm done with this location; the huge lack of customer service is such a turn off. I rather drive a half hour out of my way then come here again.,0
M_GnuvRXvWBl3YNxH-GYFg,Decided to walk to grab some lunch since I live right behind this Qdoba; left my apartment at 10:55 ensuring I would be there after the 11:00 am open time. Got to Qdoba at 11:05; and it hadn't been open yet. There was another lady already waiting before I got there and I could see the lady inside running around getting things ready; I know she saw both of us waiting. They unlocked the doors around 11:12; no acknowledgment to me or the other customer or any apologies on opening late; us having to wait; etc. I wasn't even asked what I wanted to order or anything the lady behind the counter just looked at me and waited for me to say something. She continued to talk to the staff person in back while she did my order. I'm done with this location; the huge lack of customer service is such a turn off. I rather drive a half hour out of my way then come here again.,0
M_GnuvRXvWBl3YNxH-GYFg,Awesome Friendly Staff  Fast; Reliable Service  Reasonably Priced Healthy Options  The only downfall I have is the stinginess in the portion sizes of the chicken and steak; so make sure you clarify that you are getting the right amount of meat.  Aside from this one drawback this place is great.,1
M_GnuvRXvWBl3YNxH-GYFg,I always come in here hoping for a better experience than the last; but they always disappoint. Yes the food is good but the service is terrible. The staff is never friendly and they make you feel like you are bothering THEM by ordering a meal. I've never had a positive friendly experience in this location; which is sad; because that's what keeps me away.,1
M_GnuvRXvWBl3YNxH-GYFg,I always come in here hoping for a better experience than the last; but they always disappoint. Yes the food is good but the service is terrible. The staff is never friendly and they make you feel like you are bothering THEM by ordering a meal. I've never had a positive friendly experience in this location; which is sad; because that's what keeps me away.,1
M_GnuvRXvWBl3YNxH-GYFg,Terrible experience. I have been to Qdoba before and have always had fast; friendly service and decent meals. We recently moved to the Ahwatukee area and decided to stop in at this location for a quick dinner. It was not busy; there was one other couple in front of us in line. Standing in line I noticed a large pile of chicken sitting to the side of the grill with flies buzzing around it and quickly decided I would try the steak instead.  I do not know if they were running out of inventory or if the staff was just being lazy but never in my life have I seen such embarrassing sized portions from any Qdoba. My favorite part of Qdoba has always been eating half and saving half for later; this time none of it was worth saving.  As we watched our food being made we knew something was not right; so I politely asked why the portions seemed to be much (MUCH) smaller than what we were used to. The girl making our burritos literally rolled her eyes; laughed and offered extra meat for an extra charge. I did not want extra meat; I wanted the same size bowl I was used to getting. We declined; and she seemingly pawned us off on the other girl working.  As we approached the register we asked another employee (possibly the manager); why the portions seemed to be half of what we are normally used to getting at Qdoba.  She seemed nervous; but assured us the portion sizes were correct. After our 2 minute car trip home and opening our bag of food we realized this $18 meal would definitely not satisfy our hunger. To top it off; the steak tasted like it had been soaked in some type of oil; and everything was completely cold! Not  even lukewarm; cold. I hate to complain; but after this past visit we will not be returning to Qdoba.   I have attached a picture of the food we received (next to an 8oz bottle of vitamins for comparison) for viewers to see how small the burrito actually is.,1
M_GnuvRXvWBl3YNxH-GYFg,I think most people in the valley are familiar with burritos so this is more of a thumbs up for this location. The main reason I come here is for the vegetarian pinto beans ( the other burrito place adds delicious pork ).  The veggie burritos are good and they aren't cheap with the guacamole.  The service lately is kind of hit or miss and they are always low on stuff.  THey are always really friendly; but they need to puck up the food prep planning a bit.,1
M_GnuvRXvWBl3YNxH-GYFg,This place just opened today; and doesn't even have a phone yet. So tonight things were a bit hectic; but service was good. I got a naked burrito (similar concept to Chipotle's Burrito Bowl) and it was pretty good. I like that Qdoba has more choices for toppings than Chipotle. I think it'll take a few visits for me to fine-tune the ingredients that I order; but Qdoba definitely has promise!,1
M_GnuvRXvWBl3YNxH-GYFg,This place just opened today; and doesn't even have a phone yet. So tonight things were a bit hectic; but service was good. I got a naked burrito (similar concept to Chipotle's Burrito Bowl) and it was pretty good. I like that Qdoba has more choices for toppings than Chipotle. I think it'll take a few visits for me to fine-tune the ingredients that I order; but Qdoba definitely has promise!,1
